"abertura";"tipo";"solicitacao";"descricao";"tipo_solicitacao";"origem";"situacao"
"2017-03-27";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Gravatai nº 374 Valverde laranjal ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-27";"Buraco na via NÃO pavimentada";"SOLICITA CONSERTO DE UM BURACO NA VIA LOCALIZADO NO ENDEREÇO; RUA OSVALDO BRUM OLIVEIRA, N°104, BAIRRO; SANGA GUNDA. SALIENTA QUE OS BURACOS ORIGINARAM DEVIDO A TRAFEGABILIDADE INTENSIVA DE CAÇAMBAS AZUIS QUE ESTÃO TRABALHANDO NAS OBRAS DA BR - 116!";"Sanga Funda                                                                                         ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-03-27";"Rivindicação Ouvidoria";"Bom dia! Sou proprietário da unidade 647, do Condomínio Moradas Pelotas, situado à rua Santiago Dantas nº 235. Estive ai no SANEP no dia 22/03 para saber informações sobre as cobranças de água em meu nome. Os valores estão muito altos para uma residência de duas pessoas que passam praticamente o dia inteiro fora de casa. Minha 1ª fatura após a individualização de cobranças, pois resido em condomínio, veio no valor de R$149,97, a 2ª no valor de R$224,59, a 3ª no valor de R$ 275,46 e a 4ª no valor de R$329,14, ou seja, o consumo só aumenta e consideravelmente. Como comentei, estive ai no SANEP e conversei com uma Atendente que me explicou que a próxima fatura, ou seja, a 5ª baixou consideravelmente e virá no valor de R$60,00 aproximado. Disse também que o fato das tarifas serem altas, deve ter sido por algum vazamento ou realmente consumo excessivo. Aos fatos: - Vazamento: não identifiquei nenhum vazamento, não acionei nenhum pedreiro/encanador para inspecionar e localizar o vazamento. E se foi vazamento, “se consertou sozinho”? - Consumo excessivo: como citei, residem duas pessoas que passam praticamente o dia inteiro fora e detalhe, para tentarmos baixar o valor, quando saíamos de casa, fechávamos o registro e inclusive, num final de semana do mês de fevereiro, passamos de sexta-feira à domingo viajando. Enchemos uma piscina de 2000l somente uma vez, e no mês de janeiro. Baseado nas informações obtidas pela atendente, eu gostaria da seguinte informação, que na hora do atendimento eu não questionei: - Qual o dia exato em que foi instalado meu hidrômetro individual? - A partir de qual dia começou a cobrança individual? - Qual o período de leitura? De que dia a que dia conta para ser feita a leitura? - Como ela já sabe que a próxima fatura virá no valor de R$60,00(aproximado)? Já está fechada ou ainda está aberta? Já foi feita a leitura? Número Inscrição: 7285329 Competência: 2016/16 Data Leitura: 04/11/2016 Data Processamento: 05/12/2016 Data Vencimento: 28/12/2016 Consumo: 20 Leitura Atual: 20 Valor: R$ 149,97 Situação: Pago Período de Leitura:??????? Competência: 2017/01 Data Leitura: 05/12/2016 Data Processamento: 04/01/2017 Data Vencimento: 10/02/2017 Consumo: 28 Leitura Atual: 48 Valor: R$ 224,59 Situação: Pago Período de Leitura:??????? Competência: 2017/02 Data Leitura: 04/01/2017 Data Processamento: 02/02/2017 Data Vencimento: 08/03/2017 Consumo: 33 Leitura Atual: 81 Valor: R$ 275,46 Situação: Pago Período de Leitura:??????? Competência: 2017/03 Data Leitura: 07/02/2017 Data Processamento: 03/03/2017 Data Vencimento: 10/04/2017 Consumo: 38 Leitura Atual: 119 Valor: R$ 329,14 Situação: Em aberto Período de Leitura:??????? Competência: 2017/04 Data Leitura: ?????????? Data Processamento: ?????????? Data Vencimento:?????????? Consumo: ?? Leitura Atual: ??? Valor: ????? Situação: - Período de Leitura:???? Sem mais, aguardo as informações solicitadas. Atenciosamente, Yuri Campelo Simões";"Três Vendas                                                                                         ";"Reclamação";"Portal da transparência";"Fechado"
"2017-03-27";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na rua Jose Correa bloco 116 ao lado do apartamento 09 na Cohab Lindoia Três Vendas";"Lindóia                                                                                             ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-03-28";"Rivindicação Ouvidoria";"Estou com um paciente no PS de pelotas desde 23/03/17 , paciente oncologico com diagnostico de água na pleura , aguardando leito na FAU para fazer o procedimento , a saude está piorando e não está sendo feito o que deveria , uma vez que o mesmo aguarda por essa transferencia, o que fazer por favor...
";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-03-28";"Poda e Retirada de Árvore";"Cidadão solicita a poda de varias arvores na rua Mario Meteghette esquina Salvador Balreira no Navegantes I segundo o cidadão e uma pracinha com varias arvores com os galhos caindo e fechado servindo de esconderijo para assaltos pede com urgência. ";"Navegantes I                                                                                        ";"Solicitação de Serviço";"Presencial";"Aberto"
"2017-03-28";"Obstrução de calçada.";"Poste no meio da rampa na Osório esquina 7, atrapalhando a acessibilidade. Foto em anexo. ";"Laranjal                                                                                            ";"Reclamação";"Facebook - 1";"Aberto"
"2017-03-28";"Praças";"A cidadã pede maior número de mobiliário na praça atrás da EMEI Albina Perez. Foto em anexo.";"Areal                                                                                               ";"Solicitação de Serviço";"Facebook - 2";"Fechado"
"2017-03-28";"Bueiro Entupido ";"Cidadão reclama que as valetas estão entupidas na Rua Oito do Jardim do Prado, próximo ao número 250. Segundo ele, há alguns canos que estão quebrados em razão de desobstrução pelas raízes de árvores.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-03-28";"LIMPEZA DE VALETAS";"Cidadão solicita limpeza de valetas na rua Oito do Loteamento Jardim do Prado, próximo ao número 250.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-03-28";"Semáforo Danificado";"Cidadão pede que seja ajustado os semáforos da Bento Gonçalves, pois segundo ele, não estão sincronizados conforme a Onda Verde.";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 2";"Fechado"
"2017-03-28";"Agressão ao meio ambiente";"Cidadão denuncia que na rua Angelo Bettin  ao lado do nº 166 nas Três Vendas Próximo a super Trichen esta sendo invadido uma praça onde já foi cortado arvores e já esta demarcada como lote pede fiscalização urgente.";"Três Vendas                                                                                         ";"Denuncia";"Presencial";"Fechado"
"2017-03-28";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na rua Vinte E Nove nº 695 Novo Valverde Laranjal";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-03-28";"Obstrução de calçada.";"Poste no meio da rampa na Osório esquina 7, atrapalhando a acessibilidade. Foto em anexo. ";"Laranjal                                                                                            ";"Reclamação";"Facebook - 1";"Aberto"
"2017-03-28";"Colocação de ponte ""COLONIA""";"Cidadão solicita reposição de lampada na estrada Principal da Colonia Triunfo entre Super hinz e salão Grafiti telefone de contato com sr. Oto 984365929 pede com urgência pois esta muito escuro no local.";"Zona Rural                                                                                          ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-28";"UBS Sem médico.";"Moradora do Fragata afirma que foi em todos os postos do bairro (fraget, Pam da pinheiro Machado e Virgílio Costa) porque precisava de ginecologista. Foi informado que o atendimento seria somente para gestantes. Afirma que está em sofrimento, com muita dor, pois tem miomas.  ";"Fragata                                                                                             ";"Reclamação";"Facebook - 1";"Fechado"
"2017-03-28";"Rivindicação Ouvidoria";"Boa tarde Na Rua Três de Maio nº 50, esquina com a Rua Vereador Boaventura Barcelos, solicitamos a substituição da tampa de caixa de esgoto do SANEP, pois a mesma encontra-se quebrada e estou preocupada que cause um acidente grave a pedestres que transitam por ali, bem como bloqueiem a caixa de inspeção com lixo.";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-03-28";"Bueiro Entupido ";"Cidadão denuncia que na Rua Almirante Landim nº 384 Esquina Travessa 2 no Fragata tem um boeiro entupido com esgoto a céu aberto pede com urgência  mau cheiro,fezes,e muito mosquito. segundo o cidadão a um lixão nesta esquina e esta causando entupimento seguido, também esta com a tampa afundada. Obs. rua Calçada";"Fragata                                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-28";"Buraco na via pavimentada";"Cidadão denuncia que na AV. DR. Figueiredo Mascarenhas nº 280 Três Vendas tem um enorme Buraco devido ter cedido o calçamento fazendo com que fique muita água empossada pede com urgência ( em frete a lateral da igreja dos Mormo ) ";"Três Vendas                                                                                         ";"Denuncia";"Telefone";"Aberto"
"2017-03-29";"Terreno baldio";"Cidadão denuncia que na rua Alberto Pasqualini nº 1020 no tem um terreno baldio com muito lixo, mato, ratos, e baratas, pede fiscalização urgente. segundo o cidadão o proprietário mora na mesma rua nº 976 em um sobrado branco o nome e Paulo Morales. ";"Areal                                                                                               ";"Denuncia";"Telefone";"Aberto"
"2017-03-29";"Saúde bucal";"Cidadã pergunta se há a possibilidade de aumento nas fichas de dentistas na UBS Salgado Filho.";"Três Vendas                                                                                         ";"Informação";"Facebook - 2";"Fechado"
"2017-03-29";"Prefeitura / Elogios ";"Cidadã elogia o serviço da Secretaria Serviços Urbanos pelo excelente trabalho na rua Panambi, 692, no Balneario dos Prazeres. Foto em anexo. ";"Balneário dos Prazeres                                                                              ";"Informação";"Facebook - 1";"Fechado"
"2017-03-29";"Buraco na via pavimentada";"Cidadão pede ajustes na rua Santo Michelon, entre Carlos Gotuzzo Giacoboni e Frontino Vieira.";"Fragata                                                                                             ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-03-29";"Terreno baldio";"Cidadão denuncia que na rua São Gabriel ao lado do nº 161 Santo Antonio Laranjal tem um terreno baldio com mato muito alto, lixo, cobras, ratos, pede fiscalização urgente.";"Laranjal                                                                                            ";"Denuncia";"Telefone";"Aberto"
"2017-03-29";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA TIRADENTES, EM FRENTE AO N°3539, BAIRRO: CENTRO. OBS; FICA BEM NO TRILHOS DO TREM  E EXISTEM DOIS POSTES QUEIMADOS ANTERIOR A ESTE.";"Centro                                                                                              ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-29";"Projetos da cidade.";"Cidadã reclama de desobstrução de passagem na avenida Duque de Caxias entre Frei Caneca e Pinheiro Machado no sentido centro-bairro. Segundo ela, há um cordão de pedras no local.";"Fragata                                                                                             ";"Reclamação";"Facebook - 2";"Fechado"
"2017-03-29";"Entulho na calçada/ Via pública";"SOLICITA RECOLHIMENTO DE GALHOS DE ARVORE NO ENDEREÇO; AV J.K DE OLIVEIRA, (ENTRE RAFAEL PINTO BANDEIRA E ANTONIO DOS ANJOS) N°3041, BAIRRO; CENTRO.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-29";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA 9 COM ESQUINA RUA 7, BAIRRO: GETÚLIO VARGAS.";"Getúlio Vargas                                                                                      ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-29";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Olavo Pereira Couto nº 221 Gotuzo Fragata";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-29";"Iluminação Pública Irregular";"Cidadã pede ajustes na iluminação da Salgado Filho. Segundo ela, entre as avenidas Cristóvão José dos Santos e Fernando Osório, a iluminação existente não é suficiente, pois a avenida dobrou de tamanho.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 2";"Fechado"
"2017-03-29";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA SÃO GERALDO, N°532, BAIRRO; TRES VENDAS / SANTA TEREZINHA.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-03-29";"Limpeza Urbana";"Cidadã solicita a retirada de Galhos na rua Dona Mariana em frente ao nº 224 bairro Porto entre Teles e Dom Pedro Segundo pede com urgência pois os galhos estão secos pode pegar fogo.";"Porto                                                                                               ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-30";"Bueiro Entupido ";"Solicita desobstrução de boca de lobo no endereço Rua Olavo Bilac, n°702, Bairro: Fragata.";"Fragata                                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-30";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na Rua São Luiz Frente ao Bloco 419 Apartamento 07 na Cohab Lindoia Próximo ao mercado Dani";"Cohab Lindóia                                                                                       ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-03-30";"Desobstrução de galeria";"Cidadã pede para que seja colocado tampa nas galerias da Mario Meneghetti, próximo ao número 488. Segundo ela, muitas cobras saem dos boeiros e entram nas casas. Segundo ela, a solução seria que as galerias fossem tapadas.";"Navegantes I                                                                                        ";"Solicitação de Serviço";"Facebook - 2";"Fechado"
"2017-03-30";"Bloqueio de via pública";"Cidadã solicita que a ponte seja ajustada. Segundo ela, esse é o único meio de chegar a sua casa, que fica na rua Silva Paes 413, no Py Crespo, e há uma grande valeta no local. Ainda conforme a cidadã, a ponte foi construída com postes de luz, que agora estão apodrecendo. Foto em anexo.";"Py Crespo                                                                                           ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-03-30";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na rua Paulo de Souza Lobo nº 1008 e 1020 no Valverde Laranjal e também na Rua Quarai nº 1959 Valverde Laranjal.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-30";"Entulho na calçada/ Via pública";"RECOLHIMENTO DE GALHOS DE ARVORES NO ENDEREÇO; RUA MARQUES DE MARICA, N°237, BAIRRO; CRUZEIRA.";"Cruzeiro                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-31";"Bueiro Entupido ";"Cidadão afirma que mora na Gen. Osório e afirma que depois da obra um dos problemas recentes que apareceu, foi um entupimento do esgoto na calçada próxima da padre felício entre 1152 e 1160. Está quase transbordando. Cidadão afirma já ter falado com o pessoal do SANEP, que estava desentupindo na esquina da minha quadra, mas nada foi feito. ";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-03-31";"Maus tratos a animais";"CIDADÃ ALEGA QUE NO ENDEREÇO; RUA XAVIER PEREIRA ENTRE, RUA DOM PEDRO II E RUA TRES DE MAIO ( BEM NO MEIO NA QUADRA, UM SOBRADO COR CLARA), BAIRRO: PORTO, EXISTE UMA RESIDENCIA NO QUAL OS PROPRIETARIADOS FORAM VIAJAR E DEIXARAM O CACHORRO A MINGUÁ PRESO A UMA CORRENTE. SALIENTA QUE O PATIO DESSA RESIDENCIA ESTA COBERTO DE FEZES DESTE CACHORRO E QUE O MESMO ATÉ COMO ESTAS FEZES. SOLICITA FISCALIZAÇÃO!";"Porto                                                                                               ";"Reclamação";"Telefone";"Fechado"
"2017-03-31";"Perturbação de Sossego ";"CIDADÃ SOLICITA FISCALIZAÇÃO DE UMA RESIDÊNCIA LOCALIZADA NO ENDEREÇO; AV FERREIRA VIANA,N°1037, BAIRRO: AREAL, VISTO A PROPRIETÁRIA POSSUIR QUATRO CÃES QUE LATEM O DIA E A NOITE SEM PARAR, OCASIONANDO TRANSTORNOS AOS DEMAIS MORADORES. ";"Areal                                                                                               ";"Reclamação";"Telefone";"Fechado"
"2017-03-31";"Esgoto a céu aberto";"Cidadã denuncia que na Rua Eng. Hugo Veiga nº 99 da Marcílio Dias Até  a Rua Barão da Conceição o esgoto esta entupido dos dois lados pede limpeza urgente . ";"Centro                                                                                              ";"Denuncia";"Telefone";"Fechado"
"2017-03-31";"Agressão ao meio ambiente";"Cidadã reivindica devido  no endereço; Rua Bento Martins, n°480, Bairro: Centro / Porto, existir uma casa de religiões no qual os responsáveis não respeitam o limite sonoro durante as noites. Salienta demandante que as ações começam cerca de 19h da noite e vão até 11h da noite sem parar, produzindo um barulho enorme devido a utilização de  instrumentos musicais. Solicita fiscalização!";"Centro                                                                                              ";"Reclamação";"Telefone";"Fechado"
"2017-03-31";"LIMPEZA DE VALETAS";"SOLICITA LIMPEZA DE VALETAS NO ENDEREÇO; RUA MOREIRA CABRAL, ALFREDO POJOU E RUA BOENO DA SILVA, BAIRRO; AREAL ";"Areal                                                                                               ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-03-31";"Lei de Acesso a Informação";"zccMZY http://www.LnAJ7K8QSpkiStk3sLL0hQP6MO2wQ8gO.com";"";"LAI";"Lai";"Fechado"
"2017-03-31";"Agressão ao meio ambiente";"Cidadão denuncia que na rua Estevão Cândido Jorge dos Reis foi invadido uma praça  próximo ao nº 136 onde recententemente foi invadido uma área particular  no simões Lopes pede fiscalização.
 ";"Simões Lopes                                                                                        ";"Denuncia";"Telefone";"Aberto"
"2017-03-31";"Limpeza Urbana";"Cidadã solicita limpeza na rua Gen. Argolo ente a Marcílio Dias e Carlos Zanotta  nfrente ao Antigo Cruz de Prata pois esta muito Sujo Com Capin no meio Fio. ";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-31";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Gomes Carneiro nº 642 porto, pois a luz só fica piscando fica mais tempo apagada do que acesa.";"Porto                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-03-31";"Agressão ao meio ambiente";"CIDADÃO ALEGA QUE NO ENDEREÇO; RUA JORGE ESTEVÃO CÂNDIDOS DOS REIS COM ESQUINA RUA ONOFRE PIRES, BAIRRO; SIMÕES LOPES, ESTA HAVENDO UMA OCUPAÇÃO DE UMA PRAÇA POR PARTE DE POSSEIROS. SOLICITA FISCALIZAÇÃO!";"Simões Lopes                                                                                        ";"Reclamação";"Telefone";"Fechado"
"2017-04-02";"Lei de Acesso a Informação";"Precisamos saber a data em que foi paga as notas:
NF 7360 do dia 04/1/17 e a NF 7689 do dia 8/2/17.

E tambÃ©m informar que o Portal TransparÃªncia do municÃ­pio estÃ¡ bastante incompleto, faltam muitas informaÃ§Ãµes.
De TransparÃªncia e Acesso a InformaÃ§Ã£o tem quase que nada.";"";"LAI";"Lai";"Aberto"
"2017-04-03";"Entulho na calçada/ Via pública";"Cidadão denuncia que na rua DR. Manoel Serafim Gomes Freitas próximo esquina  Rua Penadez morador ta Fazendo uma rampa no meio da rua dificultando a passagem de veículos á causou dois acidente, pede fiscalização urgente. ";"Areal                                                                                               ";"Denuncia";"Telefone";"Fechado"
"2017-04-03";"Sinalização irregular";" Rua General Osório com Rua Senador Mendonça, Bairro: Centro, placa que proíbe a conversão direita na Rua Senador Mendonça esta muito distante da esquina, dificultando a sua visualização. Solicita a aproximação desta!";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-03";"Ocupação Irregular de Área Púlica";"Na rua Estevan Candido jorge dos Reis, no Simões Lopes, uma praça foi ocupada irregularmente, é pedido providências.";"Simões Lopes                                                                                        ";"Denuncia";"Telefone";"Aberto"
"2017-04-03";"Limpeza Urbana";"Na rua Barão de Tramandahy em frente ao 227, existe um campo onde moradores colocam lixo, é pedido uma limpeza providências.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-03";"Recolhimento de entulho";"Cidadã reclama que no ponto de descarte de construção civil da Zeferino Costa há uma acumulo somente em um local. Ela pede para que máquinas espalhem os restos de obras.";"Três Vendas                                                                                         ";"Reclamação";"Facebook - 2";"Fechado"
"2017-04-03";"Rivindicação Ouvidoria";"Boa tarde ! Minha inscrição é 13370.1 ...Já pedi junto ao banco Banrisul em 16/03/2017 para colocar minha fatura de água em débito em conta, mas até agora esta constando no banco que ""Aguarda autorização da empresa"" no caso SANEP.. Como posso agilizar este processo para ficar tranquilo?";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-04-03";"Buraco na via NÃO pavimentada";"Cidadã solicita arrumação de buracos na Av Arthur de Souza Costa  pelo lado do 3, no Navegantes. Informa muitos buracos. ";"Navegantes I                                                                                        ";"Solicitação de Serviço";"Facebook - 1";"Aberto"
"2017-04-03";"Bueiro Entupido ";"Cidadã pede desentupimento das valetas que ficam na Travessa Teodoro Müller (Não consta no sistema o logradouro). Segundo ela, pela Travessa próximo ao número 401, há muitas valetas entupidas, o que causam alagamentos em chuvas torrenciais. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-04-03";"Recolhimento de entulho";"Cidadã reclama que no ponto de descarte de construção civil da Zeferino Costa há uma acumulo somente em um local. Ela pede para que máquinas espalhem os restos de obras.";"Três Vendas                                                                                         ";"Reclamação";"Facebook - 2";"Fechado"
"2017-04-03";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA GENERAL TELLES, N°153, BAIRRO; PORTO.";"Porto                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-03";"Perturbação de Sossego ";"Na Av. Ferreira viana no nº 1037 exite uma senhora chamada Ana que possui 4 cachorros em um pátio pequeno e muito sujo, os mesmos durante a noite não param de latir perturbando os vizinhos, cidadão pede providências.";"Areal                                                                                               ";"Denuncia";"Telefone";"Fechado"
"2017-04-03";"Rivindicação Ouvidoria";"Bom dia, gostaria de saber se o concurso da Prefeitura será anulado.
Grato desde já.";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-04-03";"Praças";"CIDADÃO ALEGA QUE NO ENDEREÇO; RUA IRMÃO FERNANDO DE JESUS, AO N°298, BAIRRO; GUABIROBA, EXISTE UMA PRAÇA NO QUAL POSSUI UMA ACADEMIA AO AR LIVRE, QUE RECENTEMENTE FOI ROUBADO UM APARELHO POR VÂNDALOS E OS PARAFUSOS PONTIAGUDOS FICARAM PARA CIMA, FAVORECENDO ASSIM ACIDENTES, VISTO NO LOCAL FREQUENTAR MUITA CRIANÇA. SOLICITA O CONSERTO!";"Cohab Guabiroba                                                                                     ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-03";"Obstrução de calçada.";"A dona Carmen gostaria de denunciar uma casa em construção, na avenida Duque de Caxias, número 155, próxima ao Orbid, que está com a calçada tapada fazendo com que os pedestres tenham que caminhar no meio da via. ";"Fragata                                                                                             ";"Denuncia";"Facebook - 1";"Aberto"
"2017-04-03";"Buraco na via NÃO pavimentada";"Olá bom dia,
Meu nome é Márcia, sou moradora da Av Alfredo Theodoro Born, 292, Sanga Funda, passando 1 km do Frigorífico Famile. 
Venho pedir encarecidamente que alguém dê uma atenção a minha rua. Moro lá a quase 2 anos e até hoje somente 1 vez a prefeitura mandou máquina arrumar a estrada. A máquina passa só até o Frigorífico, e NUNCA vai até a minha casa. Quando chove, não podemos sair de casa a pé, porque simplesmente a rua enche tanto de água que fica impossível de andar. São buracos que quase engolem o carro, imagina a pessoa passar caminhando. Minhas filhas estudam e não conseguem voltar pra casa depois da aula se não tiver uma carona pra passar na água. Agora chega o inverno e como é possível passar sempre com água até quase os joelhos? 
Como tem feito dias bons a rua agora secou, seria interessante aproveitar para aterrar, pois é o único jeito de arrumar.
Caso queiram mais informações disponibilizo meu telefone 98463-4618.
Por favor, dêem uma olhada lá.";"Sanga Funda                                                                                         ";"Solicitação de Serviço";"Email";"Fechado"
"2017-04-03";"Não cumprimento de itinerários";"A moradora afirma ter esperado mais de 1h45min, entre às 19h e 21h, na parada de ônibus localizada em frente ao Colégio Tiradentes, na av Duque de Caxias. Segundo ela, os ônibus da Guabiroba sentido Centro/Bairro não estão passando na parada. Existe algum problema com essa linha de ônibus? ";"Fragata                                                                                             ";"Reclamação";"Facebook - 1";"Fechado"
"2017-04-03";"Entulho na calçada/ Via pública";"RECOLHIMENTO DE GALHOS DE ARVORE NO ENDEREÇO; RUA PADRE DIOGO FEIJO, N°186, BAIRRO; FRAGATA.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-03";"Ocupação Irregular de Área Púlica";"Na rua Estevan Candido jorge dos Reis, no Simões Lopes, uma praça foi ocupada irregularmente, é pedido providências.";"Simões Lopes                                                                                        ";"Denuncia";"Telefone";"Fechado"
"2017-04-03";"Vazamento de água potável";"Cidadã denuncia um vazamento de água na rua Moacyr Donough Dias entre o nº 100 e 120 esquina com a Leopoldo Migueis bairro Santos Dumont Tês Vendas ";"Três Vendas                                                                                         ";"Denuncia";"Telefone";"Fechado"
"2017-04-03";"Terreno baldio";"Cidadã denuncia que na AV. Ferreira Viana nº 1001 um terreno Baldio aberto com muito lixo pede fiscalização.";"Areal                                                                                               ";"Denuncia";"Telefone";"Aberto"
"2017-04-03";"Poda e Retirada de Árvore";"Na Praça coronel Pedro Osório exite uma figueira que está arriscando cair, já foi amarrada com um cabo de aço, porém, seu galho já o esticou e está a ponto de arrebentar, é pedido uma poda, pois este galho é muito grande e pesado se cair pode causar vários riscos.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-03";"Poda e Retirada de Árvore";"Na Praça coronel Pedro Osório exite uma figueira que está arriscando cair, já foi amarrada com um cabo de aço, porém, seu galho já o esticou e está a ponto de arrebentar, é pedido uma poda, pois este galho é muito grande e pesado se cair pode causar vários riscos.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-03";"Placas / Logradouros";"Há cerca de duas semanas uma placa com o nome da Rua Antônio Carlos Brasileiro de Almeida Jobim, no Laranjal, foi incluída com erro de digitação. Em vez de Jobim, foi escrito ""Jobir"". Como pode ser feita a retificação da placa? ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-04-03";"Praças";"Cidadã solicita reparo nos brinquedos que ficam na praça do lado do Azilo Filadélfia, na rua Profa Ernestina Mursa, próximo ao número 288, no bairro Fátima.";"Nossa Senhora de Fátima                                                                             ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-04-03";"Sinalização irregular";"Solicita a implantação de placas de conversão a direita ou esquerda junto aos semáforos, salienta que na  rua general neto, as pessoas que são que são da cidade estão se perdendo e invadindo a contra mão!";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Radio escuta";"Fechado"
"2017-04-03";"Poda e Retirada de Árvore";"Na rua Santa Tecla nº570 é solicitado uma supressão de uma árvore em frente ao 570";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-03";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA 15, EM FRENTE AO N°3492, BAIRRO; VOLA PRINCESA.";"Vila Princesa                                                                                       ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-03";"Rivindicação Ouvidoria";"Gostaria de fazer uma denuncia pois em frente a faculdade anhanguera os carros estacionam em cima das calçadas e nao se ve passar um azulzinho duranre toda a semana muitas vezes carros na frente das garagens.";"Três Vendas                                                                                         ";"Reclamação";"Portal da transparência";"Fechado"
"2017-04-03";"Rivindicação Ouvidoria";"Gostaria de saber a que setor podemos formalizar uma denuncia de recebimento indevido de insalubridade.";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-04-03";"Iluminação Pública Irregular";"Boa tarde

Venho por meio deste e-mail pedir a troca da lâmpada que fica bem em frente da minha casa. Ela fica na Rua Luiz Alves Pereira nº 361, Bairro Areal.  É em um poste com transformador que está com a lâmpada queimada a vários meses.

A solicitação está sendo feita por causa da segurança. É uma região do Areal que preocupa inclusive as equipes de segurança. Cada dia mais complicado...
 
Com a lâmpada trocada já nos ajuda em alguma coisa.

Agradeço a atenção e aguardo retorno.";"Areal                                                                                               ";"Solicitação de Serviço";"Email";"Fechado"
"2017-04-03";"Iluminação Pública Irregular";"TROCA DE DUAS LAMPADAS NO ENDEREÇO; RUA ALAMEDA PABLO MERUDA, N°1679, BAIRRO: LARANJAL / LAS ACACIAS. OBS; ESSA RESIDENCIA FICA COM ESQUINA RUA SÃO MARTINS, SENDO ASSIM, EXITE UM PONTO QUEIMADO EM CADA LADO DA ESQUINA.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
